id,STRUCTURE PRESCRIPTRICE,PLATEFORME,year,month,region,ORIENTATION,NATURE_DIFF,age,tranche_age,situation,adulte_foyer,pers_a_charge,PROF,LOGEMENT,REVENUS,cat_rev,CHARGES,cat_charges,CREDITS,cat_credit,IMPAYES_DEBUT,cat_impayes,RAV_ouverture,cat_RAV_ouverture,RAV_UC,cat_RAV_UC,nb_credits,CRD,gain_mediation,nb_amort,crd_amort,nb_renouv,crd_renouv,nb_immo,crd_immo,nb_rac,crd_rac,nb_autres,crd_autres,nb_decouvert,crd_decouvert,moy_eco_jour,cat_moy_eco_jour
7068,PRESCRIPTEUR41,bancaire,2018,9,PAYS DE LA LOIRE,Surendettement,Endettement,\N,Non Renseigne,marie,2,1,employé,proprietaire,3948,3501€-4000€,1520,1501€-2000€,2825,2501€-3000€,\N,Non Renseigne,-397,C,"-220,556",C,8,135906,\N,5,5,1,1,1,135000,0,\N,1,900,0,\N,"-4,41111",Négatif
4892,PRESCRIPTEUR17,bancaire,2017,6,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,66,65-75ans,divorce,1,0,\N,locataire,3965,3501€-4000€,2612,2501€-3000€,3266,3001€-3500€,\N,Non Renseigne,-1913,C,-1913,C,18,117295,\N,10,76980,7,33435,0,\N,0,\N,1,6880,0,\N,"-63,7667",Négatif
2068,PRESCRIPTEUR10,bancaire,2015,12,BOURGOGNE FRANCHE COMTE,Surendettement,Mauvaise gestion,\N,Non Renseigne,marie,2,0,employé,proprietaire,2606,2501€-3000€,869,500€-1000€,2351,2001€-2500€,\N,Non Renseigne,-614,C,"-409,333",C,10,124580,\N,2,13500,7,16500,1,94580,0,\N,0,\N,0,\N,"-10,2333",Négatif
4121,PRESCRIPTEUR6,bancaire,2017,2,OCCITANIE,Accompagnement,Endettement,\N,<25ans,divorce,1,0,retraité,proprietaire,1900,1501€-2000€,773,500€-1000€,1185,1000€-1500€,\N,Non Renseigne,-58,C,-58,C,4,43330,\N,2,24850,2,18480,0,\N,0,\N,0,\N,0,\N,"-1,93333",Négatif
6397,PRESCRIPTEUR35,bancaire,2018,4,ILE-DE-FRANCE,Accompagnement,Endettement,58,55-64ans,divorce,1,0,\N,locataire,4057,4001€-4500€,2268,2001€-2500€,430,1€-499€,\N,Non Renseigne,1359,A,1359,A,3,8700,\N,0,\N,3,8700,0,\N,0,\N,0,\N,0,\N,"45,3",15€et+
2,PRESCRIPTEUR1,bancaire,2010,11,NOUVELLE AQUITAINE,Accompagnement,Accident de la vie,\N,Non Renseigne,marie,2,0,employé,proprietaire,3100,3001€-3500€,704,500€-1000€,1528,1501€-2000€,\N,Non Renseigne,868,A,"578,667",A,3,66612,\N,2,60912,0,\N,0,\N,0,\N,1,5700,0,\N,"14,4667","10a14,99€"
5342,PRESCRIPTEUR17,bancaire,2017,10,ILE-DE-FRANCE,Surendettement,Accident de la vie,\N,Non Renseigne,divorce,1,0,employé,locataire,1755,1501€-2000€,931,500€-1000€,885,500€-1000€,\N,Non Renseigne,-61,C,-61,C,6,39479,\N,3,35206,3,4273,0,\N,0,\N,0,\N,0,\N,"-2,03333",Négatif
5226,PRESCRIPTEUR18,social,2017,9,NOUVELLE AQUITAINE,Mediation,Endettement,43,40-44ans,divorce,1,1,employé,locataire,1687,1501€-2000€,961,500€-1000€,301,1€-499€,857,500€-1000€,425,A,"326,923",B,2,16200,32,1,14054,1,2062,0,\N,0,\N,0,\N,0,\N,"-6,75",Négatif
5042,PRESCRIPTEUR26,social,2017,7,GRAND EST,Surendettement,Accident de la vie,39,40-44ans,divorce,1,3,employé,gratuit,2000,1501€-2000€,1128,1001€-1500€,978,500€-1000€,\N,Non Renseigne,-106,C,"-55,7895",C,1,230000,\N,1,230000,0,\N,0,\N,0,\N,0,\N,0,\N,"-0,883333",Négatif
6649,PRESCRIPTEUR17,bancaire,2018,6,HAUTS DE France,Surendettement,Endettement,55,55-64ans,divorce,1,0,autre,locataire,1710,1501€-2000€,757,500€-1000€,468,1€-499€,\N,Non Renseigne,485,A,485,A,4,12450,\N,0,\N,3,11500,0,\N,1,950,0,\N,0,\N,"16,1667",15€et+
7137,PRESCRIPTEUR40,social,2018,9,ILE-DE-FRANCE,Surendettement,Accident de la vie,46,45-54ans,celibataire,1,0,fonctionnaire,locataire,1787,1501€-2000€,1337,1001€-1500€,50,1€-499€,1337,1000€-1500€,400,A,400,A,1,7760,\N,1,7760,0,\N,0,\N,0,\N,0,\N,0,\N,"-31,2333",Négatif
6260,PRESCRIPTEUR76,bancaire,2018,4,AUVERGNE RHONE ALPES,Accompagnement,Endettement,24,<25ans,pacs,2,0,employé,proprietaire,2402,2001€-2500€,970,500€-1000€,1099,1000€-1500€,\N,Non Renseigne,333,B,222,B,3,186500,\N,1,4000,0,\N,1,160000,0,\N,1,22500,0,\N,"5,55","3a5,99€"
1145,PRESCRIPTEUR7,bancaire,2014,12,NORMANDIE,Mediation,Surendettement,\N,Non Renseigne,concubinage,2,0,retraité,proprietaire,1112,<1150€,461,<500€,734,500€-1000€,\N,Non Renseigne,-83,C,"-55,3333",C,3,64940,\N,3,64940,0,\N,0,\N,0,\N,0,\N,0,\N,"-1,38333",Négatif
4901,PRESCRIPTEUR5,bancaire,2017,6,NORMANDIE,Aucune,Difficultés de Gestion,70,65-75ans,marie,2,0,retraité,locataire,1700,1501€-2000€,904,500€-1000€,175,1€-499€,\N,Non Renseigne,621,A,414,A,2,2780,\N,1,2300,1,480,0,\N,0,\N,0,\N,0,\N,"10,35","10a14,99€"
2312,PRESCRIPTEUR10,bancaire,2016,2,HAUTS DE France,Mediation,Endettement,\N,Non Renseigne,marie,2,0,retraité,proprietaire,3600,3501€-4000€,1116,1001€-1500€,1812,1501€-2000€,\N,Non Renseigne,672,A,448,A,8,52257,\N,5,46591,3,5666,0,\N,0,\N,0,\N,0,\N,"11,2","10a14,99€"
6721,PRESCRIPTEUR10,bancaire,2018,7,OCCITANIE,Surendettement,Cessation Paiement,37,40-44ans,celibataire,1,0,chomeur,locataire,975,<1150€,903,500€-1000€,194,1€-499€,\N,Non Renseigne,-122,C,-122,C,1,5000,\N,1,5000,0,\N,0,\N,0,\N,0,\N,0,\N,"-4,06667",Négatif
3628,PRESCRIPTEUR10,bancaire,2016,10,OCCITANIE,Accompagnement,Endettement,57,55-64ans,concubinage,2,3,employé,proprietaire,3050,3001€-3500€,618,500€-1000€,2343,2001€-2500€,\N,Non Renseigne,89,C,"37,0833",C,11,74012,\N,2,37530,9,36482,0,\N,0,\N,0,\N,0,\N,"0,593333","0a2,99€"
1320,PRESCRIPTEUR2,bancaire,2015,3,NOUVELLE AQUITAINE,Mediation,Réaménagement,\N,Non Renseigne,divorce,1,0,retraité,proprietaire,2339,2001€-2500€,969,500€-1000€,1190,1000€-1500€,\N,Non Renseigne,180,B,180,B,6,30100,\N,3,22500,3,7600,0,\N,0,\N,0,\N,0,\N,6,"6a9,99€"
4342,PRESCRIPTEUR23,social,2017,3,NOUVELLE AQUITAINE,Surendettement,Endettement,71,65-75ans,celibataire,1,0,\N,proprietaire,1230,1150€-1500€,1456,1001€-1500€,381,1€-499€,\N,Non Renseigne,-607,C,-607,C,2,40000,\N,0,\N,1,2000,0,\N,1,38000,0,\N,0,\N,"-20,2333",Négatif
3259,PRESCRIPTEUR16,bancaire,2016,8,\N,Accompagnement,Difficultés de Gestion,\N,Non Renseigne,celibataire,1,0,retraité,proprietaire,1476,1150€-1500€,636,500€-1000€,904,500€-1000€,\N,Non Renseigne,-64,C,-64,C,5,60700,\N,1,14000,3,7700,1,39000,0,\N,0,\N,0,\N,"-2,13333",Négatif
6806,PRESCRIPTEUR103,social,2018,7,CENTRE,Surendettement,\N,49,45-54ans,marie,2,4,\N,proprietaire,3431,3001€-3500€,1371,1001€-1500€,2145,2001€-2500€,1371,1000€-1500€,-85,C,"-31,4815",C,1,107250,\N,0,\N,0,\N,0,\N,0,\N,1,107250,0,\N,"-8,08889",Négatif
5666,PRESCRIPTEUR26,social,2017,12,ILE-DE-FRANCE,Accompagnement,Endettement,43,40-44ans,marie,2,2,\N,proprietaire,2160,2001€-2500€,1140,1001€-1500€,600,500€-1000€,\N,Non Renseigne,420,A,200,B,2,119000,\N,2,119000,0,\N,0,\N,0,\N,0,\N,0,\N,"3,5","3a5,99€"
2212,PRESCRIPTEUR6,bancaire,2016,2,ILE-DE-FRANCE,Surendettement,Impayés,28,35-34ans,celibataire,1,0,employé,locataire,1451,1150€-1500€,816,500€-1000€,195,1€-499€,\N,Non Renseigne,440,A,440,A,1,4500,\N,1,4500,0,\N,0,\N,0,\N,0,\N,0,\N,"14,6667","10a14,99€"
525,PRESCRIPTEUR10,bancaire,2013,6,ILE-DE-FRANCE,Surendettement,Surendettement,\N,Non Renseigne,marie,2,0,chomeur,locataire,1700,1501€-2000€,1197,1001€-1500€,964,500€-1000€,\N,Non Renseigne,-461,C,"-307,333",C,5,26898,\N,0,\N,5,26898,0,\N,0,\N,0,\N,0,\N,"-7,68333",Négatif
5630,PRESCRIPTEUR10,bancaire,2017,11,GRAND EST,Mediation,Difficultés de Gestion,38,40-44ans,marie,2,2,employé,locataire,3545,3501€-4000€,1855,1501€-2000€,1153,1000€-1500€,\N,Non Renseigne,537,A,"255,714",B,4,18984,\N,1,6859,2,12124,0,\N,0,\N,1,1,0,\N,"4,475","3a5,99€"
1791,PRESCRIPTEUR47,social,2015,10,GRAND EST,Surendettement,Impayés,43,40-44ans,divorce,1,0,employé,locataire,765,<1150€,1259,1001€-1500€,0,0€ /aucun,\N,Non Renseigne,-494,C,-494,C,1,5274,\N,0,\N,1,5274,0,\N,0,\N,0,\N,0,\N,"-16,4667",Négatif
2032,PRESCRIPTEUR35,bancaire,2015,12,NORMANDIE,Surendettement,Réaménagement,68,65-75ans,marie,2,0,retraité,locataire,3819,3501€-4000€,1806,1501€-2000€,1414,1000€-1500€,\N,Non Renseigne,599,A,"399,333",B,9,53407,\N,6,41563,3,11844,0,\N,0,\N,0,\N,0,\N,"9,98333","6a9,99€"
6424,PRESCRIPTEUR32,bancaire,2018,5,PROVENCE-ALPES-COTE-D'AZUR,Accompagnement,Endettement,42,40-44ans,celibataire,1,0,cadre,proprietaire,2300,2001€-2500€,1003,1001€-1500€,2601,2501€-3000€,\N,Non Renseigne,-1304,C,-1304,C,5,314000,\N,3,30000,0,\N,2,284000,0,\N,0,\N,0,\N,"-43,4667",Négatif
6921,PRESCRIPTEUR35,bancaire,2018,8,GRAND EST,Surendettement,Endettement,47,45-54ans,divorce,1,1,\N,locataire,1339,1150€-1500€,540,500€-1000€,770,500€-1000€,\N,Non Renseigne,29,C,"22,3077",C,7,12950,\N,2,3950,4,9000,0,\N,0,\N,1,0,0,\N,"0,483333","0a2,99€"
5410,PRESCRIPTEUR10,bancaire,2017,10,ILE-DE-FRANCE,Mediation,Endettement,45,45-54ans,marie,2,2,employé,locataire,3207,3001€-3500€,1739,1501€-2000€,1094,1000€-1500€,\N,Non Renseigne,374,B,"178,095",B,6,45289,456,4,37509,1,6000,0,\N,0,\N,0,\N,0,\N,"2,925","0a2,99€"
5667,PRESCRIPTEUR10,bancaire,2017,12,ILE-DE-FRANCE,Accompagnement,\N,60,55-64ans,marie,2,1,\N,locataire,4100,4001€-4500€,2890,2501€-3000€,1376,1000€-1500€,\N,Non Renseigne,-166,C,"-92,2222",C,6,62620,\N,6,62620,0,\N,0,\N,0,\N,0,\N,0,\N,"-1,84444",Négatif
6107,PRESCRIPTEUR13,social,2018,3,GRAND EST,Accompagnement,Endettement,44,40-44ans,divorce,1,2,employé,locataire,2393,2001€-2500€,1225,1001€-1500€,333,1€-499€,1225,1000€-1500€,835,A,"521,875",A,4,9318,\N,1,7734,3,1584,0,\N,0,\N,0,\N,0,\N,"-4,33333",Négatif
3188,PRESCRIPTEUR35,bancaire,2016,7,GRAND EST,Surendettement,Endettement,54,45-54ans,marie,2,0,chomeur,proprietaire,1636,1501€-2000€,0,<500€,1609,1501€-2000€,\N,Non Renseigne,27,C,18,C,5,107906,\N,3,23906,0,\N,1,84000,0,\N,1,0,0,\N,"0,45","0a2,99€"
3242,PRESCRIPTEUR35,bancaire,2016,8,DOM,Accompagnement,Accident de la vie,\N,Non Renseigne,divorce,1,2,chomeur,gratuit,3033,3001€-3500€,880,500€-1000€,1239,1000€-1500€,\N,Non Renseigne,914,A,"571,25",A,7,48300,\N,1,19000,6,29300,0,\N,0,\N,0,\N,0,\N,"10,1556","10a14,99€"
723,PRESCRIPTEUR29,bancaire,2013,12,NORMANDIE,Aucune,Surendettement,\N,Non Renseigne,marie,2,2,chomeur,locataire,4426,4001€-4500€,0,<500€,813,500€-1000€,\N,Non Renseigne,3613,A,"1720,48",A,6,23746,\N,0,\N,6,23746,0,\N,0,\N,0,\N,0,\N,"30,1083",15€et+
5800,PRESCRIPTEUR26,social,2018,1,ILE-DE-FRANCE,Surendettement,Endettement,31,35-34ans,divorce,1,3,employé,locataire,2150,2001€-2500€,2305,2001€-2500€,100,1€-499€,2305,2001€-3000€,-255,C,"-134,211",C,1,2400,\N,0,\N,1,2400,0,\N,0,\N,0,\N,0,\N,"-21,3333",Négatif
1653,PRESCRIPTEUR35,bancaire,2015,9,PAYS DE LA LOIRE,Aucune,Surendettement,\N,Non Renseigne,concubinage,2,1,fonctionnaire,locataire,3205,3001€-3500€,1582,1501€-2000€,826,500€-1000€,\N,Non Renseigne,797,A,"442,778",A,5,33921,\N,2,24159,3,9762,0,\N,0,\N,0,\N,0,\N,"8,85556","6a9,99€"
3875,PRESCRIPTEUR81,bancaire,2016,12,HAUTS DE France,Surendettement,Impayés,40,40-44ans,celibataire,1,0,chomeur,proprietaire,461,<1150€,101,<500€,125,1€-499€,\N,Non Renseigne,235,B,235,B,5,2733,\N,0,\N,1,2000,0,\N,0,\N,3,333,1,400,"7,83333","6a9,99€"
6696,PRESCRIPTEUR18,social,2018,7,AUVERGNE RHONE ALPES,Accompagnement,Endettement,55,55-64ans,marie,2,4,\N,locataire,2598,2501€-3000€,1075,1001€-1500€,759,500€-1000€,\N,Non Renseigne,764,A,"282,963",B,5,13900,309,1,13000,0,\N,0,\N,0,\N,0,\N,0,\N,"5,87778","3a5,99€"
720,PRESCRIPTEUR2,bancaire,2013,12,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Surendettement,45,45-54ans,marie,2,3,employé,proprietaire,3496,3001€-3500€,1037,1001€-1500€,2700,2501€-3000€,\N,Non Renseigne,-241,C,"-100,417",C,7,215711,\N,4,69730,2,4872,1,141109,0,\N,0,\N,0,\N,"-1,60667",Négatif
1588,PRESCRIPTEUR30,bancaire,2015,8,HAUTS DE France,Mediation,Surendettement,\N,Non Renseigne,marie,2,2,employé,proprietaire,4358,4001€-4500€,896,500€-1000€,2103,2001€-2500€,\N,Non Renseigne,1359,A,"647,143",A,7,131450,\N,1,107706,6,23744,0,\N,0,\N,0,\N,0,\N,"11,325","10a14,99€"
4419,PRESCRIPTEUR74,bancaire,2017,3,ILE-DE-FRANCE,Accompagnement,Endettement,54,45-54ans,celibataire,1,0,autre,proprietaire,488,<1150€,298,<500€,60,1€-499€,\N,Non Renseigne,130,B,130,B,1,3600,\N,0,\N,0,\N,1,3600,0,\N,0,\N,0,\N,"4,33333","3a5,99€"
